סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת
3,בוקעאתא,4001,749,190,0,190,6,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,72,0,49,33,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13,0
10,בורגתה,698,835,617,0,617,29,1,2,2,0,0,0,0,0,0,32,0,5,0,0,0,139,1,11,126,28,0,0,0,0,0,0,1,218,0,3,0,2,0,0,0,4,0,13,0
10,בחן,2043,672,501,0,501,61,0,5,0,1,1,0,0,0,0,11,0,2,0,0,0,70,0,14,54,36,0,0,0,0,0,0,0,241,0,2,0,0,0,0,0,2,0,1,0
18,בטחה,762,629,515,0,515,3,0,2,5,0,0,0,0,0,0,91,0,2,0,0,0,32,0,0,262,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,107,0
17,ביצרון,234,858,653,0,653,49,1,3,5,0,1,0,0,0,0,25,0,3,0,0,0,126,0,14,77,30,0,1,0,0,0,0,1,308,0,0,0,0,0,0,0,5,0,3,1
20,ביר אלמכסור,998,6991,4299,38,4261,55,0,1,1,97,82,0,0,0,0,3,0,1,0,1,0,19,1,1,31,41,0,1,0,0,0,0,3787,134,0,1,0,0,1,0,1,2,0,0,0
18,ביר הדאג,1348,1363,795,6,789,1,0,0,1,1,63,0,0,0,0,0,0,0,0,0,1,0,0,1,15,4,1,1,0,0,0,0,685,0,0,0,1,1,2,2,0,2,0,2,5
3,ביריה,368,639,456,1,455,2,1,6,10,0,0,0,0,0,0,96,0,0,0,0,0,35,0,1,192,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,2,0,90,0
9,בית אורן,317,358,229,0,229,37,3,1,0,0,1,0,0,0,0,9,1,0,0,0,0,44,0,4,19,26,0,5,0,0,1,0,0,64,0,0,0,0,0,0,0,14,0,0,0
2,בית אל,3574,3503,2704,6,2698,3,9,67,26,0,0,0,0,0,0,2246,0,0,0,0,0,18,0,3,261,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,58,0
13,בית אלעזרי,562,1088,818,0,818,50,4,5,2,0,2,0,0,0,0,75,0,2,0,0,0,180,0,18,188,26,0,0,0,1,1,0,0,252,0,0,0,0,0,0,0,1,0,11,0
5,בית אלפא,95,724,518,5,513,65,1,6,0,0,2,0,0,0,0,9,0,0,0,0,0,77,0,4,89,89,0,0,0,0,0,2,0,156,2,2,0,1,0,0,0,4,0,4,0
19,בית אריה,3652,3892,2759,5,2754,25,13,61,28,0,0,0,1,0,1,519,1,21,0,1,0,315,0,65,1136,13,0,1,0,0,1,0,0,421,1,3,0,2,0,0,0,10,0,113,2
20,בית גן,480,9177,4867,35,4832,288,1,5,0,26,75,2,0,0,1,13,34,0,0,0,0,472,0,414,275,2976,1,0,1,3,1,0,55,169,0,3,0,3,0,1,4,4,0,5,0
17,בית גוברין,619,302,227,0,227,43,1,2,0,0,2,0,0,0,0,6,0,2,0,0,0,32,0,3,6,19,0,0,0,0,0,0,0,109,0,2,0,0,0,0,0,0,0,0,0
13,בית גמליאל,571,755,570,1,569,7,4,67,12,0,1,0,0,0,0,195,0,1,0,0,0,77,0,7,143,3,0,0,0,0,0,0,1,18,0,1,0,0,0,0,0,2,0,30,0
12,בית דגן,466,5530,4192,18,4174,88,15,33,61,1,0,1,0,0,0,723,0,16,0,0,1,466,0,78,1615,44,0,0,0,3,0,0,0,671,0,6,0,0,0,0,0,12,2,338,0
18,בית הגדי,723,595,491,0,491,1,4,6,3,0,0,0,0,0,0,136,0,2,0,0,0,3,0,1,267,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,59,0
10,בית הלוי,373,544,416,0,416,41,3,5,0,0,0,0,0,0,0,10,0,2,0,0,0,60,0,10,43,37,0,0,0,0,0,0,2,199,0,0,0,0,0,0,0,3,0,1,0
3,בית הלל,322,600,405,1,404,60,1,3,0,0,0,0,0,0,0,15,0,0,0,0,0,86,0,7,30,30,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,3,0,1,1
6,בית העמק,572,539,371,0,371,77,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,45,0,16,16,52,1,1,0,0,0,0,0,152,0,1,0,0,0,0,1,1,0,0,2
2,בית הערבה,3645,239,205,3,202,10,4,22,0,0,0,0,0,0,0,42,0,1,0,0,0,28,0,6,46,4,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,4,0,7,0
5,בית השיטה,242,1051,736,4,732,173,0,4,0,0,1,0,0,0,0,35,0,2,0,0,0,130,0,11,34,39,0,0,0,0,1,0,0,290,1,2,0,0,0,0,0,7,0,2,0
5,בית זיד,353,108,69,1,68,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,7,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,1,1,0
2,בית זית,710,1126,812,3,809,99,4,6,6,0,5,0,0,0,0,67,0,0,0,0,0,127,0,18,129,88,0,0,0,0,0,0,1,238,2,0,0,1,0,0,0,4,0,14,0
4,בית זרע,143,629,397,1,396,59,0,2,0,0,0,0,0,0,0,7,2,1,0,0,0,49,0,6,24,111,1,0,0,1,1,0,1,125,1,2,0,0,0,0,0,3,0,0,0
2,בית חורון,3575,886,718,1,717,3,4,68,8,0,0,0,1,0,0,328,0,0,0,0,0,34,0,7,212,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,1,0,32,1
10,בית חירות,877,618,462,0,462,77,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,70,0,3,8,60,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,2,0,0,0
13,בית חלקיה,2033,484,400,4,396,1,0,0,347,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0
13,בית חנן,159,508,377,0,377,47,0,5,0,0,0,0,0,0,0,16,0,2,0,0,0,87,0,2,37,20,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,3,0,1,0
9,בית חנניה,800,628,479,0,479,34,0,5,1,2,1,0,0,0,0,17,0,4,0,0,0,108,0,12,45,33,0,0,0,0,0,0,0,207,0,1,0,0,0,0,0,2,0,7,0
12,בית חשמונאי,1050,1525,1188,1,1187,64,5,13,1,0,3,0,0,0,0,95,1,8,0,0,0,219,0,29,321,34,0,0,0,0,1,0,0,360,0,0,0,0,0,1,0,12,0,20,0
10,בית יהושע,288,793,582,3,579,63,6,5,2,0,2,0,0,0,1,16,1,0,0,0,0,90,0,15,50,49,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,6,0,0,0
5,בית יוסף,265,369,269,1,268,3,0,0,1,0,0,0,0,0,0,59,0,1,0,0,0,17,0,1,154,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,25,0
10,בית ינאי,200,308,201,0,201,15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30,0,2,9,34,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,1,0
10,בית יצחקשער חפר,326,1658,1265,8,1257,124,3,14,2,1,3,0,0,0,0,27,0,8,0,0,0,228,0,20,119,97,0,0,0,1,0,0,2,598,0,0,0,2,0,0,0,6,0,2,0
5,בית לחם הגלילית,430,604,449,0,449,49,1,3,1,0,0,0,0,0,0,20,0,0,0,0,0,81,0,4,63,32,0,0,0,1,0,0,0,187,0,1,0,0,0,0,0,4,0,2,0
2,בית מאיר,751,341,245,0,245,3,0,13,27,0,0,0,0,0,0,82,0,0,0,0,0,15,0,0,63,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,2,0,32,0
12,בית נחמיה,784,647,489,2,487,17,0,3,0,0,1,0,0,0,0,60,0,3,0,0,0,102,0,8,137,22,0,0,0,0,0,0,3,123,0,2,0,0,0,0,0,2,0,4,0
17,בית ניר,16,488,366,1,365,46,0,0,0,0,3,0,0,0,0,4,0,2,0,0,0,36,0,7,13,98,0,0,0,0,0,0,2,150,0,0,0,0,0,0,0,3,0,1,0
2,בית נקופה,672,498,371,3,368,18,1,0,1,1,0,0,0,0,0,50,0,0,0,0,0,47,0,9,98,28,0,0,0,0,0,0,0,93,1,0,0,0,0,0,0,2,0,19,0
13,בית עובד,202,255,186,1,185,28,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,23,0,3,13,20,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,2,0,0,0
12,בית עוזיאל,301,479,368,1,367,9,0,1,2,0,0,0,0,0,0,69,0,5,0,0,0,39,0,5,134,3,0,1,0,0,0,0,0,60,0,1,0,0,0,0,0,3,0,35,0
17,בית עזרא,756,833,645,3,642,23,2,4,5,0,1,0,0,0,0,60,0,8,0,0,0,125,0,12,211,10,0,0,0,0,0,0,0,115,0,1,0,0,0,0,0,1,0,64,0
12,בית עריף,604,773,608,2,606,12,2,7,3,0,1,0,0,0,0,120,0,2,0,0,0,60,0,6,264,7,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,2,0,64,0
9,בית צבי,212,65,38,1,37,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
18,בית קמה,598,751,565,0,565,61,2,4,0,0,1,0,0,0,0,15,0,0,0,0,0,99,0,10,49,77,0,0,0,0,0,0,1,242,0,1,0,0,0,0,0,1,0,2,0
4,בית קשת,365,496,342,2,340,65,1,5,1,0,2,0,0,0,0,4,0,0,0,0,0,33,0,3,19,69,0,0,0,0,0,0,0,109,0,0,0,0,0,1,0,28,0,0,0
13,בית רבן,848,299,212,1,211,0,0,4,3,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0
5,בית רימון,1162,448,374,0,374,9,1,117,0,0,0,0,0,0,0,150,0,0,0,0,0,27,0,1,57,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,2,0
5,בית שאן,9200,14782,10445,32,10413,61,11,102,85,3,3,0,0,0,0,1679,2,17,0,1,0,336,0,131,4984,30,0,3,0,3,3,0,6,326,0,5,1,1,1,2,4,9,0,2601,3
2,בית שמש,2610,78064,51622,347,51275,221,61,822,19831,3,10,0,3,0,1,7538,3,52,0,0,1,1302,2,890,7969,85,3,5,3,6,4,8,13,1194,7,66,2,11,4,5,6,56,6,11076,6
5,בית שערים,248,526,393,1,392,49,1,1,0,1,0,0,0,0,0,19,0,3,0,0,0,54,0,14,45,20,0,0,0,1,0,0,0,177,0,0,0,0,0,0,0,7,0,0,0
17,בית שקמה,747,575,425,4,421,5,0,4,6,0,0,0,0,0,0,86,0,3,0,0,0,17,0,5,175,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,105,1
10,ביתן אהרן,252,240,87,0,87,9,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,4,10,6,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
2,ביתר עילית,3780,29318,23847,159,23688,8,12,25,14081,0,1,0,0,1,0,1844,0,5,0,0,1,26,1,8,328,2,0,0,0,0,0,0,0,21,0,13,2,1,1,0,0,3,0,7303,1
5,בלפוריה,94,413,321,1,320,30,0,4,0,0,0,0,0,0,0,25,0,0,0,0,0,77,0,12,44,16,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,1,0,3,0
13,בן זכאי,760,584,491,1,490,0,0,6,5,0,0,0,0,0,0,82,0,0,0,0,0,11,0,2,246,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,129,1
6,בן עמי,712,558,399,2,397,25,3,4,10,0,0,0,0,0,0,23,0,1,0,0,0,96,1,3,81,24,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,8,0,7,0
12,בן שמן כפר נוער,1084,245,166,0,166,14,0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,25,0,3,29,8,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,2,0,3,0
12,בן שמן מושב,2013,610,467,0,467,34,0,0,1,0,0,0,0,0,0,37,0,0,0,0,0,73,0,9,97,40,0,0,0,0,0,0,0,167,0,1,0,0,0,0,0,3,0,5,0
15,בני ברק,6100,115586,88453,762,87691,138,36,159,52430,3,8,0,1,0,1,3883,4,31,0,0,2,413,1,305,2969,99,2,4,4,5,1,1,9,626,8,35,4,4,3,3,5,24,2,26461,7
17,בני דקלים,1368,733,625,0,625,0,0,12,2,0,0,0,0,0,0,534,0,0,0,0,0,6,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
13,בני דרום,592,550,445,4,441,10,0,75,0,0,0,0,0,0,0,178,0,0,0,0,0,59,0,4,89,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,7,0
10,בני דרור,386,975,519,1,518,54,0,4,0,0,0,0,0,0,0,25,0,1,0,0,0,80,0,5,68,35,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,1,0,5,0
4,בני יהודה,4015,935,588,3,585,39,4,1,1,1,0,0,0,0,0,64,0,3,0,0,0,68,2,29,146,14,0,0,0,0,0,0,0,182,0,3,1,0,0,1,0,14,0,11,1
18,בני נצרים,1363,368,308,0,308,0,0,1,4,0,0,0,0,0,0,286,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,4,0
11,בני עטרות,448,603,485,0,485,50,3,5,3,0,2,0,0,0,0,10,0,0,0,0,0,107,0,7,49,48,0,0,0,1,0,0,0,192,0,1,0,0,0,0,0,2,0,5,0
13,בני עיש,1066,5695,3567,52,3515,31,14,19,41,2,0,0,0,0,1,518,0,14,1,0,0,207,4,616,1102,16,1,1,0,2,1,0,2,544,2,14,1,1,1,1,2,5,7,337,7
10,בני ציון,418,856,618,1,617,32,0,3,1,0,2,0,0,0,0,8,0,0,0,0,0,101,0,10,63,52,0,0,0,0,0,0,1,325,0,2,0,1,0,0,0,8,0,8,0
13,בני ראם,588,927,723,1,722,2,0,49,47,0,0,0,0,0,0,302,0,4,0,0,0,27,0,1,210,1,0,0,0,1,0,0,0,10,1,2,0,1,0,0,1,0,0,63,0
13,בניה,685,616,486,2,484,31,0,6,1,0,0,0,0,0,0,27,0,1,0,0,0,119,0,11,70,22,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,3,0,3,0
9,בנימינהגבעת עדה,9800,10889,7860,20,7840,768,28,107,11,8,31,0,1,0,1,317,6,21,0,1,0,1117,0,215,1390,633,0,0,0,1,3,0,13,2972,0,11,0,2,0,0,1,48,0,133,1
9,בסמה,1326,7247,3309,53,3256,8,2,0,0,987,878,0,2,0,0,3,1,1,0,0,1,29,111,0,32,148,0,0,0,0,1,0,991,3,0,0,3,0,1,2,5,3,0,44,0
5,בסמת טבעון,944,5646,2429,27,2402,16,3,1,0,299,279,2,1,0,1,5,0,1,0,0,0,40,0,3,66,37,0,0,2,1,0,0,1605,21,1,3,2,0,4,1,3,1,0,4,0
20,בענה,483,6004,3793,45,3748,6,1,1,4,874,1328,2,0,0,1,0,0,2,0,1,0,18,0,1,30,18,1,0,2,0,0,0,1416,11,0,0,5,0,1,0,1,4,0,20,0
10,בצרה,389,813,604,1,603,48,0,4,0,0,0,0,0,0,8,19,1,0,0,0,0,94,0,11,54,46,0,0,0,0,0,1,2,307,0,0,0,1,0,0,0,4,0,3,0
6,בצת,589,378,297,1,296,24,2,4,1,0,1,0,0,0,0,25,0,0,0,0,0,53,0,4,61,11,0,0,0,0,0,0,0,99,0,0,0,1,0,1,0,3,0,6,0
2,בקוע,864,571,476,4,472,19,0,3,2,0,1,0,0,0,0,102,0,2,0,0,0,46,0,4,191,8,0,0,0,0,0,3,0,62,0,0,0,0,0,0,0,3,0,26,0
5,בקעות,3612,145,104,0,104,3,0,4,1,0,0,0,0,0,0,12,0,0,0,0,0,19,0,1,37,1,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,4,0
2,בר גיורא,823,431,332,0,332,17,0,6,7,0,1,0,0,0,0,52,0,1,0,0,0,21,0,5,153,8,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,2,0,24,0
3,בר יוחאי,1191,712,474,1,473,0,0,21,30,0,0,0,0,0,0,239,0,0,0,0,0,6,0,1,99,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,72,0
19,ברוכין,3744,926,772,0,772,0,3,52,6,0,0,0,0,0,0,632,0,0,0,0,0,4,0,1,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,12,0
17,ברור חיל,428,781,515,1,514,91,1,1,1,1,2,0,0,0,0,29,0,0,0,0,0,100,0,15,61,31,0,0,0,2,0,0,1,176,0,1,0,0,0,0,0,1,0,0,0
18,ברוש,2060,375,286,0,286,8,0,0,1,0,0,0,0,0,0,46,0,2,0,0,0,30,0,4,151,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,23,0
19,ברכה,3710,1327,1131,2,1129,1,2,19,3,1,0,1,0,0,0,516,0,1,0,0,0,2,0,0,571,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,7,0
17,ברכיה,746,793,694,1,693,1,7,14,21,0,0,0,0,0,0,218,0,0,0,0,0,17,0,2,240,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,168,0
3,ברעם,667,547,369,2,367,43,0,0,0,0,4,0,0,0,0,3,0,1,0,0,1,39,0,3,11,115,0,0,0,0,0,0,0,141,0,1,0,0,0,0,0,3,0,2,0
5,ברק,141,297,220,1,219,8,1,4,0,0,0,0,0,0,0,33,0,0,0,0,0,41,0,1,80,1,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,10,0
9,ברקאי,617,535,336,3,333,43,2,1,0,0,2,0,0,0,0,4,0,5,0,0,0,27,0,2,7,123,0,0,0,0,0,0,1,113,0,1,0,0,0,0,0,1,0,1,0
19,ברקן,3654,1511,1058,5,1053,11,12,30,2,0,2,0,0,0,0,175,0,10,0,0,0,106,0,49,491,7,0,1,0,0,2,0,0,133,0,1,0,1,0,1,0,15,0,4,0
11,ברקת,2038,1205,1012,1,1011,0,6,7,19,0,0,0,0,0,0,503,0,1,0,0,0,12,0,1,291,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,160,0
17,בת הדר,1323,511,407,2,405,8,2,2,5,0,0,0,0,0,0,33,0,0,0,0,0,59,0,12,167,4,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,1,0,28,0
10,בת חן,1361,395,234,0,234,20,0,5,1,0,2,0,0,2,0,9,0,0,0,0,0,27,0,6,21,14,0,0,0,0,0,0,0,123,0,0,0,1,0,0,0,3,0,0,0
10,בת חפר,1319,4193,3030,4,3026,197,19,15,5,0,4,0,0,0,0,191,2,9,0,0,2,517,0,78,519,143,0,0,0,0,0,0,2,1237,1,6,0,1,0,1,1,30,0,45,1
16,בת ים,6200,124742,63317,556,62761,1172,165,308,679,81,90,1,10,3,4,6783,14,267,5,5,5,5171,35,6957,22416,653,12,39,5,13,23,9,47,11124,24,150,4,28,10,32,29,195,25,6129,39
2,בת עין,3794,960,600,6,594,0,5,17,24,0,0,0,0,0,0,435,0,1,0,0,0,0,0,2,58,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,5,0,40,0
9,בת שלמה,33,439,324,1,323,31,2,5,2,0,1,0,0,0,0,17,1,1,0,0,0,47,0,9,53,28,0,0,0,0,0,0,1,119,0,0,0,0,0,0,0,5,0,1,0
6,גדיידהמכר,1292,15255,8182,67,8115,23,7,1,2,2592,3397,1,0,2,0,7,0,1,0,5,2,7,1,3,79,92,1,2,2,6,3,1,1767,57,2,7,16,2,2,6,0,7,1,10,1
6,גולס,485,4974,2674,46,2628,62,0,11,1,6,27,2,0,1,0,5,0,9,1,0,0,582,0,832,397,152,0,3,0,1,1,0,37,384,1,2,0,0,0,0,5,11,0,95,0
19,גלגוליה,627,6876,4779,33,4746,21,0,0,1,815,942,0,1,0,0,2,1,0,0,0,0,11,0,0,13,25,0,0,0,0,0,0,2900,6,0,0,1,0,0,0,1,1,1,2,2
18,גנאביב שבט,976,564,230,2,228,1,0,0,0,6,23,0,1,0,0,0,0,0,0,0,0,7,0,1,3,2,0,1,1,0,0,0,175,1,0,0,1,0,0,0,0,3,1,0,1
9,גסר אזרקא,541,9560,4147,39,4108,28,5,3,2,855,1692,1,2,1,3,7,0,1,0,3,3,4,3,3,50,68,0,1,1,6,3,2,1316,15,2,2,7,1,1,1,0,7,0,7,2
3,גש גוש חלב,487,2563,1271,8,1263,41,0,0,3,336,457,1,0,0,1,4,0,0,0,0,0,32,2,1,36,107,0,0,0,0,1,0,143,86,0,3,1,0,1,0,1,3,1,2,0
9,גת,628,8694,3463,49,3414,2,2,0,0,1479,868,1,0,0,0,1,1,0,0,0,0,9,88,0,23,38,1,0,0,1,0,0,881,8,0,1,6,0,0,0,1,2,0,1,0
10,גאולי תימן,872,252,193,1,192,8,1,2,1,8,15,0,0,0,0,28,0,0,0,0,0,10,0,0,82,3,0,0,0,1,0,0,2,24,0,1,0,0,0,0,0,0,1,5,0
10,גאולים,379,721,529,1,528,26,3,9,2,0,0,0,0,0,0,71,0,2,0,0,0,75,0,4,163,10,0,1,0,0,0,0,0,125,0,1,0,0,0,0,1,9,0,26,0
13,גאליה,853,820,604,5,599,34,0,0,3,0,1,0,0,0,0,28,0,1,0,0,0,111,0,20,106,21,0,0,0,11,1,0,0,258,0,1,0,0,0,0,0,2,0,1,0
18,גבולות,352,333,194,0,194,26,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,23,0,7,6,46,0,0,0,0,0,0,0,74,1,0,0,0,0,0,0,2,0,0,0
17,גבים,424,474,331,3,328,76,1,2,0,0,0,0,0,0,0,13,0,3,0,0,0,71,0,6,21,35,0,0,0,0,0,0,0,95,0,1,0,0,0,0,0,2,0,2,0
5,גבע,86,514,351,0,351,90,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,56,0,6,9,24,0,0,0,0,0,0,1,160,0,0,0,0,0,0,0,1,0,0,0
2,גבע בנימין,3763,3518,2566,10,2556,15,7,35,42,0,0,0,0,0,0,857,0,4,0,0,2,84,0,42,800,8,0,0,0,0,0,0,0,86,0,5,0,0,0,1,0,7,0,561,0
9,גבע כרמל,683,729,550,0,550,49,3,4,1,0,0,0,0,0,0,48,0,0,0,0,0,106,0,0,136,15,0,0,0,0,0,0,1,178,0,1,1,0,0,0,0,0,0,6,1
18,גבעולים,2014,316,261,1,260,0,0,0,1,0,0,0,0,0,0,39,0,1,0,0,0,9,0,0,174,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,30,0
2,גבעון החדשה,3644,958,650,4,646,18,24,16,2,0,0,1,0,0,0,91,0,0,0,0,0,91,0,36,222,10,0,0,0,0,0,0,0,107,1,1,0,0,0,0,0,4,0,20,2
18,גבעות בר,1344,703,552,1,551,25,6,7,0,1,0,0,0,0,0,95,0,3,1,0,0,120,0,10,146,6,0,0,0,0,0,0,1,119,0,2,0,0,0,0,0,2,0,7,0
4,גבעת אבני,1293,1723,1191,4,1187,22,4,20,3,0,0,0,0,0,0,166,0,7,0,0,0,180,0,27,413,21,0,0,0,1,6,0,0,248,0,1,0,0,0,0,0,6,0,62,0
5,גבעת אלה,1288,1567,1137,2,1135,123,0,8,0,0,5,0,0,0,0,24,0,4,0,0,0,148,0,20,112,117,0,0,0,0,0,0,1,560,0,0,0,0,1,0,0,5,0,7,0
13,גבעת ברנר,147,1923,1430,3,1427,266,3,9,2,0,5,0,0,0,0,38,0,6,1,0,0,232,0,17,131,130,0,1,0,0,2,0,0,564,2,2,0,0,0,0,0,5,0,11,0
11,גבעת השלושה,870,531,412,1,411,77,1,1,3,0,2,0,0,0,0,12,0,1,0,0,0,73,0,12,38,33,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,3,0,5,0
2,גבעת זאב,3730,12613,9703,40,9663,71,26,123,1917,0,0,0,0,0,0,1840,0,16,0,0,5,404,0,92,2218,29,0,0,1,2,0,0,2,429,2,7,0,1,1,1,4,11,1,2459,1
19,גבעת חן,207,285,235,0,235,29,0,3,0,1,0,0,0,0,0,6,0,2,0,0,0,47,0,1,19,29,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,5,0,0,0
10,גבעת חיים איחוד,2018,1004,740,4,736,279,1,0,1,1,1,0,0,0,0,3,2,0,0,0,0,79,0,6,19,81,0,0,0,0,0,0,4,252,0,0,0,0,0,0,0,6,0,1,0
10,גבעת חיים מאוחד,173,917,672,2,670,167,3,4,1,1,3,0,0,0,0,21,1,2,0,0,0,74,0,8,32,109,0,0,0,1,0,0,1,235,1,0,1,0,0,0,0,2,0,3,0
4,גבעת יואב,4021,492,354,2,352,36,1,7,0,0,0,0,0,0,0,30,0,2,0,0,0,68,1,8,52,14,0,0,0,0,0,0,0,125,1,0,0,0,0,0,0,5,0,2,0
2,גבעת יערים,787,916,653,3,650,46,0,7,7,0,3,0,0,0,0,95,0,2,0,0,0,89,0,12,210,48,0,0,0,0,0,1,0,92,0,1,0,0,0,0,0,6,0,30,1
2,גבעת ישעיהו,919,506,367,1,366,50,0,4,2,2,5,0,0,0,0,30,0,3,0,0,0,58,0,5,52,39,0,0,0,0,1,0,0,102,0,1,0,0,0,0,0,2,0,10,0
11,גבעת כח,802,640,508,1,507,16,3,7,7,0,0,0,0,0,0,101,0,4,0,0,0,51,0,6,204,5,0,0,0,0,1,0,0,71,1,0,0,1,0,0,0,1,0,28,0
9,גבעת נילי,360,446,341,1,340,19,2,4,1,0,1,0,0,0,0,15,0,0,0,0,0,30,0,5,156,14,1,0,0,0,0,0,0,85,0,1,0,0,0,0,0,3,0,3,0
5,גבעת עוז,703,409,255,1,254,37,0,3,0,1,0,0,0,0,0,8,0,0,0,0,0,47,0,4,11,50,0,0,0,0,0,0,0,92,0,0,0,1,0,0,0,0,0,0,0
11,גבעת שמואל,681,20150,15097,38,15059,414,82,1361,236,10,12,0,1,1,0,3607,2,35,1,0,1,1806,0,282,3604,289,1,1,1,5,0,0,10,2196,4,37,2,3,4,2,0,34,2,1010,3
10,גבעת שפירא,1077,226,177,0,177,18,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,32,0,3,7,13,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,3,0,2,0
17,גבעתי,793,677,523,0,523,5,2,7,11,0,0,0,0,0,0,84,0,1,0,0,0,90,0,3,218,4,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,64,0
15,גבעתיים,6300,49341,34032,100,33932,3556,211,329,158,30,173,1,3,1,2,1345,6,111,0,0,2,5053,0,1128,5349,2903,0,15,0,7,6,1,26,12756,17,40,0,5,2,2,4,170,6,513,1
17,גברעם,342,419,337,1,336,27,5,3,1,0,0,0,0,0,0,13,0,0,0,0,1,70,0,14,21,21,0,1,0,0,0,0,0,153,1,1,0,0,0,0,0,0,1,3,0
5,גבת,133,702,569,1,568,137,1,0,0,0,1,0,0,0,0,7,0,1,0,0,0,106,0,9,18,41,0,0,0,0,0,0,0,239,0,0,0,0,0,0,1,5,0,1,1
3,גדות,35,377,249,0,249,53,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,42,0,3,4,26,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,6,0,0,0
