סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס,
10,בית ינאי,200,297,192,0,192,31,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,138,0,0,0,0,0,0,0,
10,בית יצחקשער חפר,326,1631,1252,1,1251,138,4,5,1,0,0,26,0,0,0,0,0,0,0,0,27,135,0,0,0,3,0,908,0,0,0,0,0,0,4,
5,בית לחם הגלילית,430,630,456,0,456,69,1,4,0,0,0,9,0,1,0,0,0,0,0,0,4,64,1,0,0,0,0,300,0,0,0,0,0,0,3,
2,בית מאיר,751,364,267,1,266,2,28,0,1,1,0,69,0,0,0,0,0,0,0,0,0,113,0,0,0,2,0,15,0,0,0,0,0,0,35,
12,בית נחמיה,784,622,471,4,467,63,2,3,1,0,0,14,0,0,0,0,0,0,0,0,5,166,1,0,0,2,0,205,0,0,0,0,0,0,5,
17,בית ניר,16,440,343,0,343,142,0,3,0,0,0,2,0,0,0,0,0,0,0,0,4,10,1,0,0,1,0,179,0,0,0,0,0,0,1,
2,בית נקופה,672,472,359,0,359,48,2,4,0,0,0,13,0,0,0,0,0,0,0,0,9,118,0,0,0,2,0,143,0,0,0,0,0,0,20,
13,בית עובד,202,250,187,0,187,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,131,0,0,0,0,0,0,0,
12,בית עוזיאל,301,461,353,0,353,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,175,0,0,0,8,0,95,0,0,0,0,0,0,32,
17,בית עזרא,756,828,627,1,626,38,3,0,1,0,0,26,0,0,0,0,0,0,0,0,17,253,2,1,0,2,0,238,0,0,0,0,0,0,45,
12,בית עריף,604,738,585,5,580,17,9,1,0,0,0,32,0,0,0,0,0,0,0,0,2,347,0,0,0,6,0,115,0,0,0,0,0,0,51,
9,בית צבי,212,68,33,0,33,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,4,
18,בית קמה,598,675,545,1,544,144,1,3,2,0,0,5,0,0,0,0,0,0,0,0,16,66,0,0,0,1,0,305,0,0,0,0,0,0,1,
4,בית קשת,365,476,344,0,344,116,0,4,0,0,0,5,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,200,0,0,0,0,0,0,0,
13,בית רבן,848,331,248,0,248,0,13,0,0,0,0,122,0,0,0,0,0,0,0,0,0,77,0,0,0,6,0,1,0,0,0,0,0,0,29,
5,בית רימון,1162,390,322,0,322,7,4,1,1,0,0,223,0,0,0,0,0,0,0,0,2,54,0,0,0,6,0,19,0,0,0,0,0,0,5,
5,בית שאן,9200,14358,10152,40,10112,164,109,28,2,0,0,463,1,1,0,1,0,0,0,3,169,6342,1,0,1,81,1,645,1,0,2,1,1,2,2093,
2,בית שמש,2610,65157,43317,286,43031,394,15447,20,14,1,0,3601,3,3,1,0,3,1,6,4,1382,11349,17,3,3,354,4,1942,10,0,4,1,5,9,8450,
5,בית שערים,248,487,397,1,396,50,1,3,0,0,0,8,0,0,0,0,0,0,0,0,4,57,1,0,0,1,0,270,0,0,0,0,0,0,1,
17,בית שקמה,747,570,440,0,440,13,4,0,0,0,0,9,0,0,0,0,0,0,0,0,8,279,0,0,0,5,0,35,0,0,0,0,0,0,87,
10,ביתן אהרן,252,213,77,0,77,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,50,0,0,0,0,0,0,1,
2,ביתר עילית,3780,26014,21339,128,21211,15,13588,3,1,0,0,164,0,1,0,0,1,0,0,1,8,895,1,7,0,152,0,22,0,1,0,0,0,6,6345,
5,בלפוריה,94,400,331,2,329,35,5,1,1,0,0,10,0,0,0,0,0,0,0,1,10,88,0,0,0,1,0,172,0,0,0,0,0,0,5,
13,בן זכאי,760,611,508,3,505,4,3,0,0,0,0,28,0,0,0,0,0,0,0,0,5,327,0,0,0,0,0,23,0,0,0,0,0,0,115,
6,בן עמי,712,552,413,0,413,49,8,4,0,0,0,15,0,0,0,0,0,0,0,0,11,103,1,0,0,0,0,217,0,0,0,0,0,0,5,
12,בן שמן כפר נוער,1084,236,167,0,167,44,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,31,0,0,0,1,0,80,0,0,0,0,0,0,5,
12,בן שמן מושב,2013,591,466,1,465,61,2,1,1,0,0,12,0,0,0,0,0,0,0,0,8,116,0,0,0,1,0,254,0,1,1,0,0,0,7,
15,בני ברק,6100,111344,85775,929,84846,314,51922,22,15,0,0,1200,4,2,1,0,3,0,4,2,469,4951,7,5,4,366,1,1133,9,6,1,4,3,9,24389,
17,בני דקלים,1368,543,464,1,463,0,16,0,0,0,0,327,0,0,0,0,0,0,0,0,0,84,0,0,0,26,0,0,1,0,0,0,1,0,8,
13,בני דרום,592,478,398,5,393,5,5,0,0,0,0,213,0,0,0,0,0,0,0,0,1,107,0,0,0,5,0,47,0,0,0,0,0,0,10,
10,בני דרור,386,981,785,3,782,102,1,0,0,1,0,25,0,0,0,0,0,0,0,0,10,128,0,0,0,0,0,512,0,0,0,0,0,1,2,
4,בני יהודה,4015,893,595,3,592,52,1,1,0,0,0,29,0,0,0,0,0,0,0,0,38,172,3,1,0,10,0,276,0,0,0,0,0,1,8,
18,בני נצרים,1363,310,266,0,266,0,57,0,0,0,0,150,0,0,0,0,0,0,0,1,0,41,0,0,0,6,0,2,0,0,0,0,0,0,9,
11,בני עטרות,448,613,511,1,510,88,0,2,0,0,0,15,0,0,0,0,0,0,0,0,11,62,0,0,0,0,0,326,1,0,0,0,0,0,5,
13,בני עיש,1066,5768,3767,35,3732,62,52,0,6,1,0,122,1,0,0,2,3,2,0,1,987,1587,5,0,1,19,2,539,3,0,1,0,2,4,330,
10,בני ציון,418,846,637,1,636,88,1,3,0,0,0,5,0,0,0,0,0,1,0,0,13,100,1,0,0,1,0,420,0,0,0,0,0,0,3,
13,בני ראם,588,895,723,2,721,6,59,2,0,0,0,206,0,0,0,0,0,0,0,0,3,323,0,0,0,27,0,23,0,0,0,0,0,0,72,
13,בניה,685,624,503,3,500,52,0,1,0,0,0,12,0,0,0,0,0,0,0,0,4,98,0,0,0,2,0,325,0,0,0,0,0,0,6,
9,בנימינהגבעת עדה,9800,10257,7636,16,7620,1090,22,48,6,0,0,302,0,1,0,0,1,0,0,0,196,1646,5,0,0,16,0,4157,2,0,3,0,0,0,125,
9,בסמה,1326,6639,4467,34,4433,79,0,4305,1,0,0,0,0,0,6,0,1,0,1,0,1,8,1,1,0,1,0,20,0,1,3,1,0,2,1,
5,בסמת טבעון,944,5371,2936,10,2926,121,7,2578,0,1,0,8,0,0,14,1,0,1,0,0,4,33,1,1,2,2,6,93,2,3,1,2,2,4,39,
6,בענה,483,5653,4460,10,4450,11,5,4332,1,1,0,2,0,0,0,0,0,0,0,0,4,16,0,0,0,1,1,33,0,1,0,3,2,1,36,
10,בצרה,389,769,573,2,571,60,2,2,0,0,0,11,0,0,0,0,0,0,0,0,7,79,0,0,0,0,0,408,0,0,0,0,0,0,2,
6,בצת,589,298,224,0,224,27,0,6,1,0,0,6,0,0,0,0,0,0,0,0,5,57,0,3,0,0,0,113,0,0,0,0,0,0,6,
2,בקוע,864,540,430,1,429,30,1,0,0,0,0,18,0,0,0,0,0,0,0,0,4,238,0,0,0,4,0,102,1,0,0,0,0,0,31,
5,בקעות,3612,140,104,0,104,4,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,50,0,0,0,0,0,39,0,0,0,0,0,0,3,
2,בר גיורא,823,412,311,1,310,26,3,1,0,0,0,18,0,0,0,0,0,0,0,0,4,182,0,0,0,2,0,48,0,0,0,0,0,0,26,
3,בר יוחאי,1191,626,460,1,459,0,36,0,1,0,0,131,0,0,0,0,0,0,0,0,4,180,9,0,0,4,0,7,0,0,0,0,0,0,87,
19,ברוכין,3744,450,395,0,395,0,13,0,0,0,0,317,0,0,0,0,0,0,0,0,2,46,0,0,0,4,0,0,0,0,0,0,0,0,13,
17,ברור חיל,428,729,509,3,506,141,3,8,0,0,0,6,0,0,0,0,0,0,0,0,13,68,0,0,0,1,0,266,0,0,0,0,0,0,0,
18,ברוש,2060,342,272,0,272,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,9,159,1,0,0,1,0,39,0,0,0,0,0,0,26,
19,ברכה,3710,1163,1005,3,1002,1,21,3,0,0,0,320,0,0,0,0,0,0,0,0,0,599,0,0,0,36,0,8,0,0,0,0,0,0,14,
17,ברכיה,746,766,649,0,649,4,72,0,0,0,0,73,0,0,0,0,0,0,0,0,3,345,0,0,0,8,0,19,0,0,0,0,0,0,125,
3,ברעם,667,505,351,1,350,157,1,4,1,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,1,0,166,0,0,0,0,0,0,2,
5,ברק,141,304,219,1,218,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,92,0,0,0,1,0,93,0,0,0,0,0,0,10,
9,ברקאי,617,518,334,1,333,142,0,5,0,0,0,6,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,174,0,0,0,0,0,0,1,
19,ברקן,3654,1381,1001,5,996,18,2,4,1,0,0,96,0,0,0,0,0,0,0,0,81,607,0,0,0,5,0,172,0,0,0,0,0,0,10,
11,ברקת,2038,1124,923,0,923,1,78,0,0,0,0,65,0,0,0,0,0,0,0,0,1,551,1,0,0,30,0,18,0,0,0,0,0,0,178,
17,בת הדר,1323,498,397,0,397,30,5,0,0,0,0,17,0,0,0,0,0,0,0,0,15,184,0,0,0,1,0,119,0,0,0,0,0,0,26,
10,בת חן,1361,417,319,4,315,38,3,1,0,0,0,5,0,0,0,0,0,0,0,0,5,29,0,0,0,0,0,230,0,0,0,0,0,0,4,
10,בת חפר,1319,4044,2932,7,2925,334,6,9,2,0,0,100,0,1,0,0,0,0,0,0,80,595,3,1,0,6,0,1752,3,0,0,0,1,0,32,
16,בת ים,6200,124576,65107,492,64615,2195,1032,179,64,6,0,1620,13,5,6,3,9,2,7,17,10877,27650,49,16,8,287,8,14421,14,10,22,4,11,22,6058,
2,בת עין,3794,855,620,1,619,1,71,0,5,0,0,204,0,0,0,0,0,0,0,0,0,242,1,0,0,48,0,5,0,0,0,0,0,1,41,
9,בת שלמה,33,441,354,0,354,68,1,4,0,0,0,16,0,0,0,0,0,0,0,0,7,60,0,0,0,2,0,192,0,0,0,0,0,0,4,
6,גדיידהמכר,1292,14464,10059,44,10015,43,10,9806,0,1,0,5,1,1,11,2,2,0,0,1,3,32,0,1,1,4,10,39,2,1,4,6,5,6,18,
6,גולס,485,4710,2846,31,2815,108,5,88,2,1,0,43,0,0,2,0,0,0,0,8,354,319,4,0,0,2,1,1564,0,1,1,0,0,2,310,
19,גלגוליה,627,6383,5078,13,5065,202,0,4816,0,0,0,1,0,0,1,0,2,0,0,0,1,2,0,1,1,1,1,29,0,0,3,3,0,0,1,
18,גנאביב שבט,976,478,211,1,210,2,0,173,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,12,1,0,1,2,5,7,2,
9,גסר אזרקא,541,8896,4941,56,4885,21,1,4722,0,0,0,17,1,1,10,0,1,0,0,3,1,13,0,1,0,12,6,41,2,6,2,1,2,9,12,
3,גש גוש חלב,487,2459,1527,14,1513,54,0,1119,0,0,0,2,0,0,1,0,0,0,0,2,206,11,2,1,0,0,0,107,0,2,1,0,0,0,5,
9,גת,628,8186,4597,20,4577,42,0,4471,0,0,0,4,0,0,3,0,1,1,1,0,1,8,2,1,1,2,4,22,1,0,6,1,1,3,1,
10,גאולי תימן,872,261,207,0,207,6,0,28,0,0,0,16,0,0,0,0,0,0,0,0,2,108,1,1,0,2,0,35,0,0,0,0,0,1,7,
10,גאולים,379,691,511,2,509,38,3,0,2,0,0,31,0,0,0,0,0,0,0,0,9,213,0,0,0,3,0,182,0,0,0,0,0,0,28,
13,גאליה,853,835,643,2,641,55,5,2,0,0,0,12,0,0,0,0,0,0,0,0,25,154,0,0,1,0,0,385,0,0,0,0,0,0,2,
18,גבולות,352,306,196,0,196,67,0,3,0,0,0,2,0,0,0,0,0,0,0,0,36,7,0,0,0,0,0,81,0,0,0,0,0,0,0,
17,גבים,424,458,340,0,340,111,0,2,1,0,0,5,0,0,0,0,0,0,0,0,6,23,0,0,0,0,0,190,0,0,0,0,0,0,2,
5,גבע,86,514,376,0,376,93,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,265,0,0,0,0,0,0,0,
2,גבע בנימין,3763,3230,2405,10,2395,27,58,2,5,0,0,269,0,0,0,0,0,0,0,0,66,1238,1,1,0,62,0,158,2,0,0,0,0,0,506,
9,גבע כרמל,683,723,526,2,524,45,3,0,0,0,0,14,0,0,0,0,0,0,0,0,10,135,1,0,0,2,0,308,0,0,0,0,0,0,6,
18,גבעולים,2014,296,249,1,248,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,190,0,0,0,3,0,15,0,0,1,0,0,0,25,
2,גבעון החדשה,3644,1005,710,4,706,38,4,5,2,2,0,61,0,0,0,0,0,0,0,0,37,332,0,0,1,3,0,201,2,0,0,0,0,1,17,
18,גבעות בר,1344,604,490,0,490,36,1,0,0,0,0,57,0,0,0,0,0,0,0,0,19,165,0,0,0,0,0,210,0,0,0,0,0,0,2,
4,גבעת אבני,1293,1676,1154,2,1152,50,12,2,1,0,0,61,0,0,0,0,0,0,0,0,41,491,1,0,0,7,0,439,1,0,0,0,0,0,46,
5,גבעת אלה,1288,1610,1212,0,1212,201,2,9,0,0,0,21,0,0,0,0,0,0,0,0,29,108,1,0,0,2,0,835,0,0,0,0,0,0,4,
13,גבעת ברנר,147,1873,1380,2,1378,334,2,9,1,0,0,26,0,0,0,0,0,0,0,0,25,141,0,0,0,1,0,834,0,0,0,0,0,1,4,
11,גבעת השלושה,870,500,386,0,386,88,0,1,0,0,0,7,0,0,0,0,0,0,0,0,2,46,0,0,0,1,0,238,0,0,0,0,0,0,3,
2,גבעת זאב,3730,11582,8864,27,8837,128,1851,5,1,0,0,678,1,0,0,0,7,0,0,0,153,3301,6,0,0,89,0,831,1,0,1,0,1,1,1782,
19,גבעת חן,207,301,249,1,248,40,0,4,0,0,0,5,0,0,0,0,0,0,0,0,6,25,0,0,0,0,0,168,0,0,0,0,0,0,0,
10,גבעת חיים איחוד,2018,972,732,1,731,208,1,6,1,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,3,0,486,0,0,0,0,0,0,0,
10,גבעת חיים מאוחד,173,889,667,0,667,216,0,9,3,0,0,13,0,0,0,0,0,0,0,0,17,45,0,0,0,2,0,361,0,0,0,0,0,0,1,
4,גבעת יואב,4021,471,331,3,328,30,0,2,1,0,0,19,0,0,0,0,0,0,0,0,21,76,1,0,0,0,0,178,0,0,0,0,0,0,0,
2,גבעת יערים,787,933,704,3,701,95,9,4,1,0,0,56,0,0,0,0,0,0,0,0,16,280,0,0,0,9,0,187,0,0,0,1,0,0,43,
2,גבעת ישעיהו,919,513,391,0,391,103,1,9,1,0,0,14,0,0,0,0,0,0,0,0,10,64,0,0,0,1,0,178,0,0,0,0,0,0,10,
11,גבעת כח,802,651,482,1,481,22,7,0,0,0,0,31,0,0,0,0,0,0,0,0,15,254,0,0,0,6,0,112,0,0,0,0,0,0,34,
9,גבעת נילי,360,439,341,0,341,29,3,1,1,0,0,6,0,0,0,0,0,0,0,0,6,167,2,0,0,0,0,122,0,0,0,0,0,0,4,
5,גבעת עוז,703,401,257,1,256,73,0,1,1,0,0,10,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,147,0,0,0,0,0,0,2,
11,גבעת שמואל,681,18240,13891,43,13848,582,300,42,22,1,0,4000,0,0,0,0,0,1,1,1,310,4279,10,0,0,100,0,3395,13,0,1,0,2,1,787,
10,גבעת שפירא,1077,215,172,1,171,13,1,5,0,0,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,126,0,0,0,0,0,0,2,
17,גבעתי,793,654,493,2,491,21,3,0,1,0,0,33,0,0,0,0,0,0,0,0,7,256,0,0,0,0,0,112,0,0,0,0,0,0,58,
15,גבעתיים,6300,48523,33978,117,33861,4963,207,325,36,1,0,1072,0,3,0,1,1,1,1,5,950,6880,18,5,0,67,0,18797,12,2,7,0,11,5,491,
17,גברעם,342,316,239,1,238,44,1,0,1,0,0,6,0,0,0,0,0,0,0,0,13,26,1,0,0,1,0,142,0,0,0,0,1,0,2,
5,גבת,133,681,553,2,551,131,0,1,0,0,0,2,0,0,0,0,0,0,0,0,8,29,0,0,0,2,0,378,0,0,0,0,0,0,0,
3,גדות,35,368,242,0,242,78,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,143,0,0,0,0,0,0,0,
5,גדיש,145,282,210,0,210,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,2,168,0,0,0,3,0,8,0,0,0,0,0,0,18,
5,גדעונה,442,293,227,1,226,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,7,121,0,0,0,3,0,46,0,0,0,0,0,0,27,
13,גדרה,2550,17628,13122,63,13059,834,144,30,10,0,0,626,2,0,0,1,0,1,0,3,461,5212,5,3,0,81,1,4886,7,2,1,0,0,2,747,
3,גונן,852,343,234,0,234,56,0,1,0,0,0,2,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,156,0,0,0,0,0,0,0,
6,גורן,755,342,267,0,267,10,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,177,0,0,0,2,0,28,0,0,0,0,0,0,44,
6,גורנות הגליל,1219,165,108,1,107,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,0,0,0,0,0,22,0,0,0,0,0,0,14,
5,גזית,457,633,450,0,450,176,0,5,1,0,0,3,0,0,0,0,0,0,0,0,15,21,0,0,0,0,0,229,0,0,0,0,0,0,0,
12,גזר,370,385,207,1,206,61,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,116,0,0,0,0,0,0,0,
17,גיאה,706,556,423,0,423,46,4,1,1,0,0,8,0,0,0,0,0,0,0,0,12,115,0,0,0,2,0,231,0,0,0,0,0,0,3,
13,גיבתון,196,265,217,1,216,41,2,0,2,0,0,4,0,0,0,0,0,0,0,0,6,33,0,0,0,0,0,126,0,1,0,0,0,0,1,
2,גיזו,1043,146,113,0,113,22,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,32,0,0,0,0,0,0,3,
6,גילון,1204,924,693,0,693,73,0,2,0,0,0,26,0,0,0,0,0,0,0,1,29,100,0,0,0,0,0,462,0,0,0,0,0,0,0,
18,גילת,736,1021,775,4,771,27,7,0,1,0,0,61,0,0,0,0,0,0,0,0,11,461,1,0,0,5,0,161,0,0,0,0,0,0,36,
4,גינוסר,262,539,371,1,370,80,0,4,0,0,0,6,0,1,0,0,0,0,0,0,2,61,1,0,0,3,0,211,0,0,0,0,0,0,1,
5,גיניגר,92,540,379,2,377,98,1,4,0,0,0,2,0,0,0,0,0,0,0,0,8,38,0,0,0,0,0,224,0,0,0,0,1,0,1,
12,גינתון,863,656,519,2,517,56,0,2,0,0,0,18,0,0,0,0,0,0,0,0,10,123,0,0,0,4,0,290,0,0,0,0,0,0,14,
6,גיתה,1206,203,139,1,138,22,1,1,0,0,0,2,0,0,0,0,0,0,0,0,26,36,1,0,0,0,0,49,0,0,0,0,0,0,0,
5,גיתית,3613,241,195,0,195,3,6,0,0,0,0,92,0,0,0,0,0,0,0,0,2,62,0,0,0,2,0,28,0,0,0,0,0,0,0,
17,גלאון,393,470,327,1,326,104,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,200,0,0,0,0,0,0,1,
2,גלגל,3606,155,91,1,90,10,1,1,0,0,0,5,0,0,0,0,0,0,0,0,2,37,0,0,0,1,0,32,0,0,0,0,0,0,1,
15,גליל ים,346,352,275,0,275,77,0,7,0,0,0,3,0,0,0,0,0,0,0,0,4,10,0,0,0,1,0,165,0,0,0,0,0,0,8,
5,גלעד אבן יצחק,369,369,284,0,284,66,0,1,0,0,0,6,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,196,0,0,0,0,0,0,0,
12,גמזו,745,676,553,1,552,17,18,0,2,0,0,313,0,0,0,0,0,0,0,0,2,139,0,0,0,9,0,27,0,0,0,0,0,0,25,
13,גן הדרום,1072,356,291,0,291,25,3,1,0,0,0,14,0,0,0,0,0,0,0,0,8,105,0,0,0,0,0,132,0,0,0,0,0,0,3,
9,גן השומרון,225,629,488,2,486,82,0,4,1,0,0,16,0,0,0,0,0,0,0,0,9,56,0,0,0,0,0,317,0,0,0,0,0,0,1,
19,גן חיים,239,533,422,0,422,54,1,3,0,0,0,4,0,0,0,0,0,0,0,0,18,41,0,0,0,1,0,299,0,0,0,0,0,0,1,
10,גן יאשיה,734,639,497,0,497,76,1,4,1,0,0,13,0,0,0,0,0,0,0,0,11,51,0,0,0,0,0,336,1,0,0,0,0,0,3,
13,גן יבנה,166,16531,12372,42,12330,449,73,20,9,0,0,631,1,1,0,1,2,2,0,2,565,5601,9,1,1,37,1,4100,1,1,0,1,0,0,821,
5,גן נר,1274,2101,1492,3,1489,100,7,2,2,0,0,66,0,0,0,0,0,0,0,0,55,628,1,0,0,3,0,599,0,0,0,0,0,0,26,
13,גן שורק,311,264,206,0,206,17,1,4,0,0,0,6,0,0,0,0,0,0,0,0,4,46,0,0,0,0,0,128,0,0,0,0,0,0,0,
13,גן שלמה,144,400,323,0,323,92,0,1,0,0,0,4,0,1,0,0,0,0,0,0,2,12,0,0,0,1,0,208,0,0,0,0,0,1,1,
9,גן שמואל,72,871,674,1,673,284,0,5,0,0,0,1,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,366,0,0,0,0,0,0,0,
12,גנות,836,351,269,1,268,23,5,0,0,0,0,6,0,0,0,0,0,0,0,0,8,84,0,0,0,0,0,139,0,0,0,0,0,0,3,
10,גנות הדר,549,713,545,1,544,38,2,1,0,0,0,9,0,0,0,0,0,0,0,0,10,146,0,0,0,0,0,327,0,0,0,0,0,0,11,
12,גני הדר,1103,258,202,0,202,31,1,0,0,0,0,7,0,0,0,0,0,0,0,0,6,34,0,0,0,0,0,123,0,0,0,0,0,0,0,
13,גני טל,1371,421,367,0,367,3,8,0,0,0,0,212,0,0,0,0,0,0,0,0,2,106,0,0,0,5,0,15,0,0,0,0,0,0,16,
13,גני יוחנן,862,531,400,1,399,24,3,1,0,0,0,15,0,0,0,0,0,0,0,0,3,145,0,0,0,1,0,195,1,0,0,0,0,0,11,
12,גני מודיעין,3823,1882,1486,5,1481,4,125,0,1,0,0,211,0,0,0,0,0,0,0,0,2,392,0,0,0,38,0,11,1,0,0,0,0,0,696,
19,גני עם,218,212,167,0,167,32,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,98,0,0,0,0,0,0,0,
11,גני תקווה,229,14737,11497,37,11460,777,252,31,8,0,0,476,0,0,0,0,0,1,0,2,315,2881,11,1,0,23,0,5758,1,1,2,1,1,0,918,
10,געש,842,672,524,1,523,165,1,7,0,0,0,8,0,0,0,0,0,0,0,0,6,29,0,0,0,0,0,305,0,0,0,0,0,0,2,
6,געתון,463,547,375,0,375,107,0,3,0,0,0,4,0,0,0,0,0,0,0,0,9,32,0,0,0,0,0,218,0,0,0,0,0,0,2,
2,גפן,39,266,224,0,224,4,2,0,0,0,0,7,0,0,0,0,0,0,0,0,2,148,0,0,0,4,0,19,0,0,0,0,0,0,38,
18,גרופית,1129,289,169,0,169,35,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,108,1,0,0,0,0,0,0,
4,גשור,4022,220,153,2,151,14,0,0,5,0,0,2,0,0,0,0,0,0,0,0,11,30,0,0,0,1,0,86,0,0,0,0,0,0,2,
4,גשר,305,413,261,2,259,78,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,27,1,0,0,1,0,145,0,0,0,0,0,0,0,
6,גשר הזיו,574,1181,819,3,816,142,0,7,0,0,0,20,0,0,0,0,0,0,1,0,32,210,1,0,0,2,0,397,1,0,0,0,0,0,3,
17,גת קיבוץ,340,564,408,1,407,99,0,1,1,0,0,5,0,0,0,0,0,0,0,0,4,44,0,0,0,1,0,252,0,0,0,0,0,0,0,
11,גת רימון,128,202,148,0,148,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,36,0,0,0,1,0,80,0,0,0,0,0,0,3,
8,דאלית אלכרמל,494,12693,7150,48,7102,481,1,650,0,0,0,32,1,0,1,0,0,1,3,6,272,407,1,0,2,5,1,5200,2,3,1,1,2,7,22,
5,דבורה,146,228,157,3,154,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,40,0,0,0,1,0,92,0,0,0,0,1,0,3,
5,דבוריה,489,7039,4922,16,4906,36,0,4826,0,0,0,1,0,0,4,0,0,0,0,0,3,9,1,1,0,0,1,16,1,1,2,1,0,1,2,
18,דבירה,849,651,490,0,490,129,4,2,0,0,0,11,0,1,0,0,0,0,0,0,10,45,0,0,0,0,0,288,0,0,0,0,0,0,0,
5,דברת,407,327,230,2,228,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,24,0,1,0,0,0,164,0,0,0,0,0,0,4,
4,דגניה א,62,512,341,1,340,96,0,0,1,0,0,2,0,0,0,0,0,0,0,0,8,22,0,0,0,0,0,210,0,0,0,0,0,0,1,
4,דגניה ב,79,567,404,1,403,90,1,0,0,0,0,10,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,262,0,0,0,0,0,0,0,
3,דובב,1067,361,250,0,250,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,197,0,0,0,5,0,17,0,0,0,0,0,0,20,
2,דולב,3747,864,689,1,688,2,19,0,0,0,0,440,0,0,0,0,0,0,0,0,1,183,0,0,0,18,0,7,0,0,0,0,0,0,18,
9,דור,738,285,222,0,222,14,0,1,0,0,0,5,0,0,0,0,1,0,0,0,3,52,0,0,0,0,0,143,0,0,0,0,0,0,3,
17,דורות,336,554,408,0,408,120,1,2,0,0,0,9,0,0,0,0,0,0,0,0,4,32,1,0,0,1,0,235,0,0,0,0,0,0,3,
5,דחי,475,511,292,4,288,3,0,276,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,1,
6,דייר אלאסד,490,8208,6877,20,6857,152,3,6425,0,0,0,0,0,1,3,0,0,2,0,1,1,14,1,0,0,2,4,41,1,1,1,0,2,0,202,
6,דייר חנא,492,7322,5860,9,5851,37,2,5670,1,0,0,3,0,0,0,1,0,0,0,2,10,26,0,0,0,0,2,38,0,0,1,0,1,2,55,
18,דימונה,2200,28214,17556,152,17404,341,157,47,3,3,0,602,3,0,1,2,1,0,1,3,1282,10761,12,1,2,80,1,2084,2,1,5,0,4,0,2005,
3,דישון,2063,296,198,1,197,7,1,0,0,0,0,14,0,0,0,0,0,0,0,0,6,104,4,0,0,4,0,39,0,0,0,0,0,0,18,
5,דליה,300,660,498,0,498,184,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,292,0,0,0,0,0,0,1,
3,דלתון,431,632,491,1,490,1,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,315,1,0,0,11,0,10,0,1,0,0,0,0,128,
6,דמיידה,1317,318,239,1,238,1,0,213,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,17,0,0,0,1,0,0,1,
